,0,1,2,3,4
59770,-2.1905091268636845,1.5417093977154197,1.0773142673744482,0.3687339775915802,2.5481509980129795
21362,1.7648948371718682,-2.985366157575136,-9.094123601081009,0.0410069777826913,4.197384976619482
127324,2.492373071425092,0.6387060526229623,-4.392987362560518,-2.901834348117479,0.3863953803555755
140509,-1.3385900986311594,5.104342643516854,-3.2941072530844453,-2.987090134160728,1.8135573544495691
144297,6.355985204581209,-0.3719214701942605,-11.970139187896912,-6.721622183052928,-1.4513387138588985
96370,2.702454016428652,-8.125821983733703,-0.9114126009049944,-0.1431523772116617,4.218705846052833
49742,-1.770386547716886,1.6272603555769234,11.457318347790071,2.859068749024931,-3.046212071728912
47389,0.906401724906874,5.651912565060728,-2.4031362337586546,4.919515200185913,5.49170688350357
58378,1.9379723674934477,6.227426525708755,-1.5891502902703238,2.958334640858885,4.844670827282128
69047,6.5926551557173685,0.203390785253605,-11.757838922032825,-5.609754039107775,0.868400199501536
41980,2.8846410287418416,-3.0699461943808037,5.423295108362006,-2.1421363029109344,-5.277500087627304
88782,3.5172821427436625,-0.6164909554018501,-4.181330429808824,-7.515596670604832,1.3467355438567203
70771,2.8797865342390008,-2.1979981341080546,-3.4981551650937632,6.711562968606198,0.9803310836270072
20216,-4.976050982350367,0.9839476487917448,1.4851029406222385,-4.211383436156749,7.569371871286295
80724,2.172141272669328,-4.642305453741072,-6.873856599595919,-1.514336521985912,3.783323767733674
96906,3.659624887391097,-2.832878802036742,-2.082329391721177,5.9226280724728575,1.8162649552032848
81421,3.127224666985267,-2.0675090659738853,5.953585705338806,-0.0649839272162744,-6.470199496083428
109509,-4.145066773031052,1.1267403215240988,2.40019881676986,-4.491508990846296,5.378728311093556
1876,0.6244929156569783,-7.005053446470003,1.0760968790660002,1.1444274453197116,4.724767707438815
46383,1.7625945963582468,-0.8815346682632532,-7.205021028336332,0.2298698275436586,3.596711490106478
7487,3.0500125763119588,3.3767687493673666,5.7509917078430135,4.167121680636958,-1.4812975135354425
18048,3.4703310377042453,3.4188200726773283,6.25712928034726,3.588877709546711,-0.5457882550488642
29281,0.3576014543077457,3.914502908007747,-1.8200557957888488,-2.2584028615648566,1.6812389474678662
51010,0.7573519890543641,5.602463792891971,-0.1227677837922325,-3.3176508318904374,-0.3421020047598966
76504,-5.772045308511902,0.8641109710544299,2.07451865993835,-3.549771631551409,6.438177063861907
134480,-1.6427917518330577,8.124952919299988,1.3374699809865842,-1.6296718263607557,1.339846269180336
100164,2.450270782522402,-8.865818066805273,-1.9606008264443116,1.6832132477313992,8.18310249491703
25705,-3.389695346615704,1.839194397911779,2.141104103624823,-0.0691839697786991,0.7402337381191116
96398,3.6325345959952777,5.394065044528658,6.796089819831986,3.10584209878969,-1.623677487391571
33116,2.597971196016008,-0.1743579109719474,-3.937402111512318,-5.374168572656304,1.2740779362581125
923,-1.0598792492335232,5.439306492931065,-2.7202867367066466,-5.231098652088074,-0.9119896252560616
74296,-1.409698323916851,9.57789264637752,1.4670680435133805,-0.2429540288464604,3.6449815884251535
103668,7.955530811163471,0.2172127691221693,-12.115802135446556,-6.8694313669150455,-0.3259061374884373
100418,1.6282074109920792,9.599172127752148,6.9647965717892255,-3.883539425499398,8.50436072869389
99125,0.9324795494440284,-9.98133834857562,-0.5819932456286876,0.8671924821540522,6.521408373261323
39797,-2.187638253394725,1.7484074628324844,10.080453828863831,0.8500603752068183,-3.359252342750739
110748,0.3620525512585995,-9.048911959247478,-0.0916845567463277,0.4179223571208567,3.70662156489448
29474,-0.121388767330804,3.982795407378674,-2.9466151642296574,-1.9391258482770213,2.4638408679758346
62004,-0.950416428863728,1.224905956264128,10.03468857850412,1.48249247920632,-3.9322613299827833
56935,1.853260873050146,-9.823075635753051,0.7735712984450129,1.1791390977191083,7.380243292695401
24369,1.167847100443658,-2.5820098535838456,-6.923307910873144,-1.3162368799655206,5.681334701935765
37240,8.085183267514518,0.7206326644145171,-11.197131556783344,-7.295360595776492,-0.3308843192092109
49306,0.2138886241915034,6.440151365925269,-0.8025644104386416,4.737909202268757,5.816822651288099
90611,0.3384389105742163,5.694574366488386,-0.517638641214557,-2.9548635720260923,1.5575222898674492
107701,3.371958743572176,3.198262967730378,6.236394560457188,2.569512881706304,-2.304421473891785
89672,1.6141465157915054,-2.535098901699106,-7.391765628120225,0.2259918448120916,4.519475430208718
95328,4.09804432637855,-2.915920357149665,6.079654623353223,-0.1583550849739823,-6.26101412193567
32513,2.12110465704476,-8.428176269891631,-0.6967102775126359,1.496448831313344,7.323610385670428
137402,7.054987330245999,0.8746249331450379,-11.433276432206302,-3.89814590503577,-0.3418544500198995
108660,-1.4777164270911465,1.8741101900389217,1.280430949790043,0.2521234978341826,1.3940326697997882
117162,1.4545750029284912,-0.0575362655422679,3.7801509113650775,-2.062495889099208,-6.356404625972056
34127,3.1503735402137147,10.619914312861564,6.790785079263588,-4.091569791731014,9.394667017014251
75598,1.7440546448743868,-4.146198238441234,-2.552364665460128,6.141782274819704,0.3055676382172853
94660,0.1583683321038651,5.6023818765956666,0.7698493260195196,-3.7949252715079065,-1.1973823785357889
15666,0.119569011289542,5.31323899883122,-1.2420007220542946,-2.6056219394506304,3.337122720012204
102640,2.69687330373449,-8.922358222378216,0.0056607087906803,1.591380538314632,6.136942463380052
72835,-0.2040436896922769,6.33535221486207,-2.136217974337516,2.1426344464238807,5.375901447230073
58110,5.853513477988847,6.309618862771719,-1.0042899163892982,3.8744144569788457,5.966486065196177
41678,2.8585454551591525,9.301168492004663,6.890348607176192,-4.69576228981366,10.475381703548376
111763,-0.0147977084955188,3.369685130824318,-2.254214031329397,-3.0754593236135586,1.4090599560166552
95770,5.831011090163339,6.276857307165102,-2.081951381993573,6.050171193453533,6.977502129235118
142842,0.1795832636250673,2.155412511111551,9.616335862856054,1.644077632782026,-2.3070703533432426
82449,8.890875344567966,-0.4051846559910345,-13.006439399739682,-7.725393392209233,0.8179412474951446
113686,6.84142218495035,1.5563845889724648,-12.70944983707459,-7.835691379400186,-1.5172872051589124
42246,1.4319716514974783,3.507000398983635,-0.9188900818925874,-2.09888630533566,0.823303782578763
84725,7.86571066918572,1.672830383331425,-11.814564558398445,-6.425937589134022,-1.30343031136557
27726,-0.8295225813672644,5.281597254057799,-1.1666817311168023,-4.880716440424114,1.2159938080598418
122223,0.9461754837637372,-1.9774140541334737,-5.4325605296181525,-1.2153578212050478,6.036147036969142
40009,1.699568188364475,-4.062355626083411,-4.043804039301389,7.907921043786237,0.0127585680143359
66016,-2.223279627014826,0.5371779164457278,9.018479668507144,1.3434849029898932,-4.047778208390984
50463,-0.3043571896233837,5.05233316260793,-1.1422304862189374,-3.1685709964696014,1.6552870784835845
29064,-1.88337819645264,4.311477222354391,-1.34689575583998,-3.854063593415121,-1.6450566161522973
34965,2.1664483334047224,10.549406854170993,7.003272943156809,-1.898475785430456,8.526438549656985
16622,2.278845062631065,-2.32864349993059,-6.988860401134817,-1.0964006456963264,3.5946970341708946
119290,1.916080587044225,10.317595563606952,8.857735797947514,-4.918599615481432,8.69262364296899
86408,1.4320451810749493,-3.3117855243213383,4.709859996205898,-2.249635598961764,-5.754039254536617
